Altium Designer Pick and Place Locations
C:\Users\ldgau\Desktop\SwarmUS_ALTIUM\Electrical\02 - HIVE_BOARD\01 - SCHEMAS ET PCB\99 - WORKING COPY\Project_Outputs\REV Project_PCB_Rev.Project_SCH_Rev (2021-07-06)\04 - ASSEMBLY\HIVE_BOARD_PANEL PNP XY REV Project_PCB_Rev.Project_SCH_Rev.csv

========================================================================================================================
File Design Information:

Date:       06-07-21
Time:       12:58
Revision:   Not in VersionControl
Variant:    No variations
Units used: mil

"Designator","Description","Layer","Center-X(mil)","Center-Y(mil)","Rotation"
"R131","RES - 10K OHMS 1% 1/16W - 0402","TopLayer","2617,143","1688,402","360"
"R124C","RES - 10K OHMS 1% 1/16W - 0402","TopLayer","4275,625","4005,902","180"
"R124A","RES - 10K OHMS 1% 1/16W - 0402","TopLayer","1440,980","4005,902","180"
"R112C","RES - 10K OHMS 1% 1/16W - 0402","TopLayer","4216,333","4286,772","90"
"R112A","RES - 10K OHMS 1% 1/16W - 0402","TopLayer","1381,688","4286,772","90"
"R93C","RES - 10K OHMS 1% 1/16W - 0402","TopLayer","3507,672","4286,772","90"
"R93A","RES - 10K OHMS 1% 1/16W - 0402","TopLayer","673,026","4286,772","90"
"R92","RES - 10K OHMS 1% 1/16W - 0402","TopLayer","1379,979","2272,525","270"
"R91","RES - 10K OHMS 1% 1/16W - 0402","TopLayer","1255,473","2195,697","90"
"R78","RES - 10K OHMS 1% 1/16W - 0402","TopLayer","3769,196","2428,065","270"
"R76","RES - 10K OHMS 1% 1/16W - 0402","TopLayer","4165,717","2132,031","360"
"R75","RES - 10K OHMS 1% 1/16W - 0402","TopLayer","4078,702","2132,252","180"
"R73","RES - 10K OHMS 1% 1/16W - 0402","TopLayer","3729,793","2215,572","90"
"R69","RES - 10K OHMS 1% 1/16W - 0402","TopLayer","882,702","3181,252","360"
"R68","RES - 10K OHMS 1% 1/16W - 0402","TopLayer","882,702","3225,278","360"
"R67","RES - 10K OHMS 1% 1/16W - 0402","TopLayer","882,602","3269,304","180"
"R66","RES - 10K OHMS 1% 1/16W - 0402","TopLayer","1470,495","3005,359","180"
"R65","RES - 10K OHMS 1% 1/16W - 0402","TopLayer","1006,487","3273,819","180"
"R64","RES - 10K OHMS 1% 1/16W - 0402","TopLayer","3069,648","1723,481","360"
"R61","RES - 10K OHMS 1% 1/16W - 0402","TopLayer","4230,626","2267,323","90"
"R60","RES - 10K OHMS 1% 1/16W - 0402","TopLayer","3729,793","2334,233","90"
"R59","RES - 10K OHMS 1% 1/16W - 0402","TopLayer","1250,086","2698,669","180"
"R58","RES - 10K OHMS 1% 1/16W - 0402","TopLayer","4037,861","2335,833","180"
"R53","RES - 10K OHMS 1% 1/16W - 0402","TopLayer","3954,478","2335,833","360"
"R36","RES - 10K OHMS 1% 1/16W - 0402","TopLayer","1664,396","2322,934","270"
"R35","RES - 10K OHMS 1% 1/16W - 0402","TopLayer","1702,342","2422,840","360"
"R29","RES - 10K OHMS 1% 1/16W - 0402","TopLayer","2111,591","2088,913","360"
"R24","RES - 10K OHMS 1% 1/16W - 0402","TopLayer","2185,961","1610,228","360"
"R21","RES - 10K OHMS 1% 1/16W - 0402","TopLayer","2148,549","1566,402","180"
"R20","RES - 10K OHMS 1% 1/16W - 0402","TopLayer","1775,956","2067,152","270"
"R17","RES - 10K OHMS 1% 1/16W - 0402","TopLayer","1702,342","2506,840","360"
"R16","RES - 10K OHMS 1% 1/16W - 0402","TopLayer","1702,265","2464,840","180"
"R14","RES - 10K OHMS 1% 1/16W - 0402","TopLayer","1096,702","1261,252","180"
"R13","RES - 10K OHMS 1% 1/16W - 0402","TopLayer","1096,702","1307,252","360"
"R10","RES - 10K OHMS 1% 1/16W - 0402","TopLayer","1097,702","1353,252","360"
"R7","RES - 10K OHMS 1% 1/16W - 0402","TopLayer","1818,563","2067,229","90"
"R6","RES - 10K OHMS 1% 1/16W - 0402","TopLayer","1622,622","2322,934","270"
"R4","RES - 10K OHMS 1% 1/16W - 0402","TopLayer","1818,549","2153,399","90"
"R3","RES - 10K OHMS 1% 1/16W - 0402","TopLayer","10550,804","874,574","270"
"R41","RES - 10K OHMS 1% 1/16W - 0402","TopLayer","11244,320","1766,943","180"
"R24","RES - 10K OHMS 1% 1/16W - 0402","TopLayer","9541,781","2046,913","180"
"R12","RES - 10K OHMS 1% 1/16W - 0402","TopLayer","11086,761","1955,305","270"
"R9","RES - 10K OHMS 1% 1/16W - 0402","TopLayer","11081,753","2095,164","270"
"R39","RES - 10K OHMS 1% 1/16W - 0402","TopLayer","10211,494","1388,908","90"
"R38","RES - 10K OHMS 1% 1/16W - 0402","TopLayer","10129,995","1371,408","90"
"R23","RES - 10K OHMS 1% 1/16W - 0402","TopLayer","10639,316","1977,097","360"
"R3","RES - 10K OHMS 1% 1/16W - 0402","TopLayer","7478,442","891,910","270"
"R41","RES - 10K OHMS 1% 1/16W - 0402","TopLayer","8171,958","1784,279","180"
"R24","RES - 10K OHMS 1% 1/16W - 0402","TopLayer","6469,419","2064,249","180"
"R12","RES - 10K OHMS 1% 1/16W - 0402","TopLayer","8014,399","1972,641","270"
"R9","RES - 10K OHMS 1% 1/16W - 0402","TopLayer","8009,391","2112,500","270"
"R39","RES - 10K OHMS 1% 1/16W - 0402","TopLayer","7139,131","1406,244","90"
"R38","RES - 10K OHMS 1% 1/16W - 0402","TopLayer","7057,632","1388,744","90"
"R23","RES - 10K OHMS 1% 1/16W - 0402","TopLayer","7566,954","1994,433","360"
"R3","RES - 10K OHMS 1% 1/16W - 0402","TopLayer","7478,442","3242,826","270"
"R41","RES - 10K OHMS 1% 1/16W - 0402","TopLayer","8171,958","4135,194","180"
"R24","RES - 10K OHMS 1% 1/16W - 0402","TopLayer","6469,419","4415,164","180"
"R12","RES - 10K OHMS 1% 1/16W - 0402","TopLayer","8014,399","4323,556","270"
"R9","RES - 10K OHMS 1% 1/16W - 0402","TopLayer","8009,391","4463,415","270"
"R39","RES - 10K OHMS 1% 1/16W - 0402","TopLayer","7139,131","3757,159","90"
"R38","RES - 10K OHMS 1% 1/16W - 0402","TopLayer","7057,632","3739,659","90"
"R23","RES - 10K OHMS 1% 1/16W - 0402","TopLayer","7566,954","4345,349","360"
"R128B","RES - 100R OHM 1% 1/16W - 0402","TopLayer","3090,940","4561,623","360"
"R94B","RES - 100R OHM 1% 1/16W - 0402","TopLayer","2383,361","4561,252","360"
"R128C","RES - 100R OHM 1% 1/16W - 0402","TopLayer","4508,263","4561,623","360"
"R128A","RES - 100R OHM 1% 1/16W - 0402","TopLayer","1673,618","4561,623","360"
"R94C","RES - 100R OHM 1% 1/16W - 0402","TopLayer","3800,683","4561,252","360"
"R94A","RES - 100R OHM 1% 1/16W - 0402","TopLayer","966,038","4561,252","360"
"R79","RES - 100R OHM 1% 1/16W - 0402","TopLayer","1735,428","3341,688","180"
"R62","RES - 100R OHM 1% 1/16W - 0402","TopLayer","1735,428","3497,739","180"
"R57","RES - 100R OHM 1% 1/16W - 0402","TopLayer","1735,428","3461,945","180"
"R56","RES - 100R OHM 1% 1/16W - 0402","TopLayer","1735,428","3422,562","180"
"R55","RES - 100R OHM 1% 1/16W - 0402","TopLayer","1735,428","3382,742","180"
"R54","RES - 100R OHM 1% 1/16W - 0402","TopLayer","1735,567","3301,224","180"
"R37","RES - 100R OHM 1% 1/16W - 0402","TopLayer","1735,567","3257,518","180"
"R32","RES - 100R OHM 1% 1/16W - 0402","TopLayer","1734,575","3212,641","180"
"R31","RES - 100R OHM 1% 1/16W - 0402","TopLayer","1735,558","3169,362","180"
"R18","RES - 100R OHM 1% 1/16W - 0402","TopLayer","10128,710","2212,809","270"
"R17","RES - 100R OHM 1% 1/16W - 0402","TopLayer","10356,072","2167,533","90"
"R18","RES - 100R OHM 1% 1/16W - 0402","TopLayer","7056,348","2230,145","270"
"R17","RES - 100R OHM 1% 1/16W - 0402","TopLayer","7283,710","2184,869","90"
"R18","RES - 100R OHM 1% 1/16W - 0402","TopLayer","7056,348","4581,060","270"
"R17","RES - 100R OHM 1% 1/16W - 0402","TopLayer","7283,710","4535,785","90"
"R119B","RES - 100K 1% 1/16W - 0402","TopLayer","3161,538","4506,984","180"
"R118B","RES - 100K 1% 1/16W - 0402","TopLayer","2799,004","4363,016","270"
"R117B","RES - 100K 1% 1/16W - 0402","TopLayer","2955,985","4362,230","90"
"R107B","RES - 100K 1% 1/16W - 0402","TopLayer","2597,326","3971,427","360"
"R106B","RES - 100K 1% 1/16W - 0402","TopLayer","2597,059","3844,458","180"
"R100B","RES - 100K 1% 1/16W - 0402","TopLayer","2597,135","3887,125","360"
"R99B","RES - 100K 1% 1/16W - 0402","TopLayer","3193,105","4132,501","90"
"R97B","RES - 100K 1% 1/16W - 0402","TopLayer","2090,343","4363,016","270"
"R95B","RES - 100K 1% 1/16W - 0402","TopLayer","2247,323","4362,230","90"
"R119C","RES - 100K 1% 1/16W - 0402","TopLayer","4578,861","4506,984","180"
"R119A","RES - 100K 1% 1/16W - 0402","TopLayer","1744,215","4506,984","180"
"R118C","RES - 100K 1% 1/16W - 0402","TopLayer","4216,327","4363,016","270"
"R118A","RES - 100K 1% 1/16W - 0402","TopLayer","1381,681","4363,016","270"
"R117C","RES - 100K 1% 1/16W - 0402","TopLayer","4373,307","4362,230","90"
"R117A","RES - 100K 1% 1/16W - 0402","TopLayer","1538,662","4362,230","90"
"R107C","RES - 100K 1% 1/16W - 0402","TopLayer","4014,648","3971,427","360"
"R107A","RES - 100K 1% 1/16W - 0402","TopLayer","1180,003","3971,427","360"
"R106C","RES - 100K 1% 1/16W - 0402","TopLayer","4014,381","3844,458","180"
"R106A","RES - 100K 1% 1/16W - 0402","TopLayer","1179,736","3844,458","180"
"R100C","RES - 100K 1% 1/16W - 0402","TopLayer","4014,458","3887,125","360"
"R100A","RES - 100K 1% 1/16W - 0402","TopLayer","1179,813","3887,125","360"
"R99C","RES - 100K 1% 1/16W - 0402","TopLayer","4610,428","4132,501","90"
"R99A","RES - 100K 1% 1/16W - 0402","TopLayer","1775,783","4132,501","90"
"R97C","RES - 100K 1% 1/16W - 0402","TopLayer","3507,665","4363,016","270"
"R97A","RES - 100K 1% 1/16W - 0402","TopLayer","673,020","4363,016","270"
"R95C","RES - 100K 1% 1/16W - 0402","TopLayer","3664,646","4362,230","90"
"R95A","RES - 100K 1% 1/16W - 0402","TopLayer","830,000","4362,230","90"
"R34","RES - 100K 1% 1/16W - 0402","TopLayer","1775,942","2153,322","270"
"R43","RES - 100K 1% 1/16W - 0402","TopLayer","9995,515","2580,456","90"
"R42","RES - 100K 1% 1/16W - 0402","TopLayer","9732,995","2342,739","210"
"R40","RES - 100K 1% 1/16W - 0402","TopLayer","9589,900","2529,066","120"
"R31","RES - 100K 1% 1/16W - 0402","TopLayer","11332,936","1383,972","210"
"R29","RES - 100K 1% 1/16W - 0402","TopLayer","11199,351","1304,952","210"
"R28","RES - 100K 1% 1/16W - 0402","TopLayer","11300,347","1699,279","30"
"R27","RES - 100K 1% 1/16W - 0402","TopLayer","11321,466","1663,540","30"
"R26","RES - 100K 1% 1/16W - 0402","TopLayer","11083,665","1626,492","90"
"R25","RES - 100K 1% 1/16W - 0402","TopLayer","11186,737","1746,695","90"
"R8","RES - 100K 1% 1/16W - 0402","TopLayer","10849,947","1438,068","180"
"R43","RES - 100K 1% 1/16W - 0402","TopLayer","6923,153","2597,792","90"
"R42","RES - 100K 1% 1/16W - 0402","TopLayer","6660,633","2360,075","210"
"R40","RES - 100K 1% 1/16W - 0402","TopLayer","6517,538","2546,403","120"
"R31","RES - 100K 1% 1/16W - 0402","TopLayer","8260,574","1401,308","210"
"R29","RES - 100K 1% 1/16W - 0402","TopLayer","8126,989","1322,288","210"
"R28","RES - 100K 1% 1/16W - 0402","TopLayer","8227,985","1716,615","30"
"R27","RES - 100K 1% 1/16W - 0402","TopLayer","8249,103","1680,876","30"
"R26","RES - 100K 1% 1/16W - 0402","TopLayer","8011,303","1643,828","90"
"R25","RES - 100K 1% 1/16W - 0402","TopLayer","8114,374","1764,031","90"
"R8","RES - 100K 1% 1/16W - 0402","TopLayer","7777,585","1455,404","180"
"R43","RES - 100K 1% 1/16W - 0402","TopLayer","6923,153","4948,707","90"
"R42","RES - 100K 1% 1/16W - 0402","TopLayer","6660,633","4710,990","210"
"R40","RES - 100K 1% 1/16W - 0402","TopLayer","6517,538","4897,318","120"
"R31","RES - 100K 1% 1/16W - 0402","TopLayer","8260,574","3752,224","210"
"R29","RES - 100K 1% 1/16W - 0402","TopLayer","8126,989","3673,203","210"
"R28","RES - 100K 1% 1/16W - 0402","TopLayer","8227,985","4067,530","30"
"R27","RES - 100K 1% 1/16W - 0402","TopLayer","8249,103","4031,791","30"
"R26","RES - 100K 1% 1/16W - 0402","TopLayer","8011,303","3994,743","90"
"R25","RES - 100K 1% 1/16W - 0402","TopLayer","8114,374","4114,947","90"
"R8","RES - 100K 1% 1/16W - 0402","TopLayer","7777,585","3806,320","180"
"R186","RES - 0R 1/16W 1A  - 0402","TopLayer","4078,779","2176,252","360"
"R185","RES - 0R 1/16W 1A  - 0402","TopLayer","2013,810","2273,252","180"
"R184","RES - 0R 1/16W 1A  - 0402","TopLayer","2720,496","3032,985","270"
"R178","RES - 0R 1/16W 1A  - 0402","TopLayer","3035,482","1944,567","90"
"R105B","RES - 0R 1/16W 1A  - 0402","TopLayer","2858,379","3876,414","360"
"R102B","RES - 0R 1/16W 1A  - 0402","TopLayer","2858,379","3919,577","360"
"R105C","RES - 0R 1/16W 1A  - 0402","TopLayer","4275,702","3876,414","360"
"R105A","RES - 0R 1/16W 1A  - 0402","TopLayer","1441,056","3876,414","360"
"R102C","RES - 0R 1/16W 1A  - 0402","TopLayer","4275,702","3919,577","360"
"R102A","RES - 0R 1/16W 1A  - 0402","TopLayer","1441,056","3919,577","360"
"J8","CON - Connector Header Through Hole 16 position 0.100" (2.54mm)","TopLayer","4566,930","2362,205","360"
"J7","CON - Connector Header Through Hole 10 position 0.100" (2.54mm)","TopLayer","1949,953","3334,517","360"
"U11","TIM_BUF - Clock Translator IC 1:1 LVDS-LVCMOS -  8-SOIC","TopLayer","10524,379","2167,466","360"
"U11","TIM_BUF - Clock Translator IC 1:1 LVDS-LVCMOS -  8-SOIC","TopLayer","7452,017","2184,802","360"
"U11","TIM_BUF - Clock Translator IC 1:1 LVDS-LVCMOS -  8-SOIC","TopLayer","7452,017","4535,718","360"
"Y1","OSC -  TCXO Clipped Sine Wave Oscillator 3.3V 38.4MHz - 4-SMD","TopLayer","2787,536","3233,265","180"
"X4","OSC - 24MHz XO (Standard) LVCMOS Oscillator 1.8V ~ 3.3V Enable/Disable 4-SMD, No Lead","TopLayer","3075,336","1823,227","90"
"X2","OSC - 24MHz XO (Standard) LVCMOS Oscillator 1.8V ~ 3.3V Enable/Disable 4-SMD, No Lead","TopLayer","2114,208","2193,935","90"
"U27C","POW -  Electronic Fuse Regulator 1A -  10-WDFNW","TopLayer","3347,348","4377,252","90"
"U27B","POW -  Electronic Fuse Regulator 1A -  10-WDFNW","TopLayer","1930,025","4377,252","90"
"U27A","POW -  Electronic Fuse Regulator 1A -  10-WDFNW","TopLayer","512,702","4377,252","90"
"U21A","POW -  Electronic Fuse Regulator 1A -  10-WDFNW","TopLayer","1221,363","4377,252","90"
"U21B","POW -  Electronic Fuse Regulator 1A -  10-WDFNW","TopLayer","2638,686","4377,252","90"
"U21C","POW -  Electronic Fuse Regulator 1A -  10-WDFNW","TopLayer","4056,009","4377,252","90"
"U3","REG_DC DC CONVERTER 1.8V 1.8W_8-PowerTDFN","TopLayer","9953,407","1058,191","240"
"U3","REG_DC DC CONVERTER 1.8V 1.8W_8-PowerTDFN","TopLayer","6881,045","1075,527","240"
"U3","REG_DC DC CONVERTER 1.8V 1.8W_8-PowerTDFN","TopLayer","6881,045","3426,442","240"
"L3","FER - FERRITE BEAD 2 KOHM @ 100 MHz 400 mA - 0805","TopLayer","4182,702","2055,252","180"
"L1","FER - FERRITE BEAD 2 KOHM @ 100 MHz 400 mA - 0805","TopLayer","3281,910","1846,151","90"
"U30","POW - Load switch 1.2A 120mOhm 1:1 P-Channel -  SC-70-6","TopLayer","1729,289","3068,133","360"
"U12","POW - Load switch 1.2A 120mOhm 1:1 P-Channel -  SC-70-6","TopLayer","4597,949","3564,323","270"
"U14","POW - Load switch 1.2A 120mOhm 1:1 P-Channel -  SC-70-6","TopLayer","3225,405","3361,296","90"
"U24","POW - Load switch 1.2A 120mOhm 1:1 P-Channel -  SC-70-6","TopLayer","4236,977","2484,173","90"
"U26","POW - Load switch 1.2A 120mOhm 1:1 P-Channel -  SC-70-6","TopLayer","1451,693","2500,307","90"
"MTH6","MTH - MOUNTING HOLE M3 PLATED - M3","TopLayer","4527,560","2952,756","360"
"MTH5","MTH - MOUNTING HOLE M3 PLATED - M3","TopLayer","4527,560","1771,654","360"
"MTH4","MTH - MOUNTING HOLE M3 PLATED - M3","TopLayer","4133,859","5118,110","360"
"MTH3","MTH - MOUNTING HOLE M3 PLATED - M3","TopLayer","984,253","5118,110","360"
"MTH2","MTH - MOUNTING HOLE M3 PLATED - M3","TopLayer","4527,560","1181,102","360"
"MTH1","MTH - MOUNTING HOLE M3 PLATED - M3","TopLayer","590,552","1181,102","360"
"MTH3","MTH - MOUNTING HOLE M3 PLATED - M3","TopLayer","11246,820","2371,274","90"
"MTH2","MTH - MOUNTING HOLE M3 PLATED - M3","TopLayer","9542,096","2371,499","90"
"MTH1","MTH - MOUNTING HOLE M3 PLATED - M3","TopLayer","10394,458","894,896","90"
"MTH3","MTH - MOUNTING HOLE M3 PLATED - M3","TopLayer","8174,458","2388,610","90"
"MTH2","MTH - MOUNTING HOLE M3 PLATED - M3","TopLayer","6469,734","2388,835","90"
"MTH1","MTH - MOUNTING HOLE M3 PLATED - M3","TopLayer","7322,096","912,232","90"
"MTH3","MTH - MOUNTING HOLE M3 PLATED - M3","TopLayer","8174,458","4739,525","90"
"MTH2","MTH - MOUNTING HOLE M3 PLATED - M3","TopLayer","6469,734","4739,750","90"
"MTH1","MTH - MOUNTING HOLE M3 PLATED - M3","TopLayer","7322,096","3263,147","90"
"U3","SEN_IMU -  ACCEL/GYRO 6 Axis I2C/SPI - 14-VFLGA","TopLayer","2711,974","1657,834","270"
"C141C","CAP - CER 10UF 10% 10V X5R - 0805","TopLayer","3312,001","4572,276","270"
"C141B","CAP - CER 10UF 10% 10V X5R - 0805","TopLayer","1894,678","4572,276","270"
"C141A","CAP - CER 10UF 10% 10V X5R - 0805","TopLayer","477,356","4572,276","270"
"C127A","CAP - CER 10UF 10% 10V X5R - 0805","TopLayer","1186,017","4572,276","270"
"C127B","CAP - CER 10UF 10% 10V X5R - 0805","TopLayer","2603,340","4572,276","270"
"C127C","CAP - CER 10UF 10% 10V X5R - 0805","TopLayer","4020,662","4572,276","270"
"C62","CAP - CER 10UF 10% 10V X5R - 0805","TopLayer","1335,682","2070,160","90"
"C59","CAP - CER 10UF 10% 10V X5R - 0805","TopLayer","4291,451","2028,517","90"
"C52","CAP - CER 10UF 10% 10V X5R - 0805","TopLayer","4074,702","2027,252","270"
"C50","CAP - CER 10UF 10% 10V X5R - 0805","TopLayer","3875,457","2389,067","270"
"C35","CAP - CER 10UF 10% 10V X5R - 0805","TopLayer","2126,886","1447,138","90"
"U13","COM - BUF - Clock buffer 3V3, 2V5, 1V8 2 Channel - TSSOP 8","TopLayer","10527,470","1896,781","270"
"U13","COM - BUF - Clock buffer 3V3, 2V5, 1V8 2 Channel - TSSOP 8","TopLayer","7455,107","1914,117","270"
"U13","COM - BUF - Clock buffer 3V3, 2V5, 1V8 2 Channel - TSSOP 8","TopLayer","7455,107","4265,032","270"
"U16B","COMP - Quad Comparator General Purpose Open-Drain, Rail-to-Rail - 16-WQFN (3x3)","TopLayer","2734,001","3907,724","270"
"U16C","COMP - Quad Comparator General Purpose Open-Drain, Rail-to-Rail - 16-WQFN (3x3)","TopLayer","4151,324","3907,724","270"
"U16A","COMP - Quad Comparator General Purpose Open-Drain, Rail-to-Rail - 16-WQFN (3x3)","TopLayer","1316,678","3907,724","270"
"U16","COMP - Quad Comparator General Purpose Open-Drain, Rail-to-Rail - 16-WQFN (3x3)","TopLayer","11222,667","1589,574","120"
"U16","COMP - Quad Comparator General Purpose Open-Drain, Rail-to-Rail - 16-WQFN (3x3)","TopLayer","8150,305","1606,910","120"
"U16","COMP - Quad Comparator General Purpose Open-Drain, Rail-to-Rail - 16-WQFN (3x3)","TopLayer","8150,305","3957,825","120"
"U4","COM_ETH_ Ethernet PHY 1/1 Transceiver  Ethernet 24-SQFN (4x4) 10/100 BASE-T","TopLayer","3888,553","2159,087","180"
"C146C","CAP - CER 470nF 6.3V X7R - 0402","TopLayer","3765,171","4034,004","90"
"C146B","CAP - CER 470nF 6.3V X7R - 0402","TopLayer","2347,848","4034,004","90"
"C146A","CAP - CER 470nF 6.3V X7R - 0402","TopLayer","930,525","4034,004","90"
"C122B","CAP - CER 470nF 6.3V X7R - 0402","TopLayer","2751,700","4564,252","90"
"C119B","CAP - CER 470nF 6.3V X7R - 0402","TopLayer","2508,138","4210,302","270"
"C118B","CAP - CER 470nF 6.3V X7R - 0402","TopLayer","2534,848","4034,004","90"
"C115B","CAP - CER 470nF 6.3V X7R - 0402","TopLayer","2043,025","4564,252","90"
"C122C","CAP - CER 470nF 6.3V X7R - 0402","TopLayer","4169,023","4564,252","90"
"C122A","CAP - CER 470nF 6.3V X7R - 0402","TopLayer","1334,377","4564,252","90"
"C119C","CAP - CER 470nF 6.3V X7R - 0402","TopLayer","3925,461","4210,302","270"
"C119A","CAP - CER 470nF 6.3V X7R - 0402","TopLayer","1090,815","4210,302","270"
"C118C","CAP - CER 470nF 6.3V X7R - 0402","TopLayer","3952,171","4034,004","90"
"C118A","CAP - CER 470nF 6.3V X7R - 0402","TopLayer","1117,525","4034,004","90"
"C115C","CAP - CER 470nF 6.3V X7R - 0402","TopLayer","3460,348","4564,252","90"
"C115A","CAP - CER 470nF 6.3V X7R - 0402","TopLayer","625,702","4564,252","90"
"C21","CAP - CER 470nF 6.3V X7R - 0402","TopLayer","10683,656","1852,436","270"
"C15","CAP - CER 470nF 6.3V X7R - 0402","TopLayer","10968,215","2010,954","180"
"C14","CAP - CER 470nF 6.3V X7R - 0402","TopLayer","10925,456","2480,620","240"
"C21","CAP - CER 470nF 6.3V X7R - 0402","TopLayer","7611,294","1869,772","270"
"C15","CAP - CER 470nF 6.3V X7R - 0402","TopLayer","7895,852","2028,290","180"
"C14","CAP - CER 470nF 6.3V X7R - 0402","TopLayer","7853,093","2497,956","240"
"C21","CAP - CER 470nF 6.3V X7R - 0402","TopLayer","7611,294","4220,687","270"
"C15","CAP - CER 470nF 6.3V X7R - 0402","TopLayer","7895,852","4379,205","180"
"C14","CAP - CER 470nF 6.3V X7R - 0402","TopLayer","7853,093","4848,871","240"
"J6","CON_ETH - 1 Port RJ45 Magjack Connector Through Hole 10/100 Base-T, AutoMDIX
350 µH minimum OCL with 8 mA bias current.","TopLayer","4035,419","1488,929","360"
"U32","LED_7SEG  - LED Character and Numeric Red 7-Segment 1 Character Common Anode 2V - 10-TH","TopLayer","4316,700","3441,337","180"
"U31","LED_7SEG  - LED Character and Numeric Red 7-Segment 1 Character Common Anode 2V - 10-TH","TopLayer","3958,595","3441,337","180"
"T1","XFR - Imp Unbalaced/Balanced 50/100 3-8GHz  -SMD","TopLayer","9670,342","1624,003","360"
"T1","XFR - Imp Unbalaced/Balanced 50/100 3-8GHz  -SMD","TopLayer","6597,980","1641,339","360"
"T1","XFR - Imp Unbalaced/Balanced 50/100 3-8GHz  -SMD","TopLayer","6597,980","3992,254","360"
"C8","CAP - CER 10UF 10% 16V X5R - 0805","TopLayer","10039,819","1003,094","60"
"C5","CAP - CER 10UF 10% 16V X5R - 0805","TopLayer","10060,797","2481,510","270"
"C8","CAP - CER 10UF 10% 16V X5R - 0805","TopLayer","6967,457","1020,430","60"
"C5","CAP - CER 10UF 10% 16V X5R - 0805","TopLayer","6988,435","2498,846","270"
"C8","CAP - CER 10UF 10% 16V X5R - 0805","TopLayer","6967,457","3371,345","60"
"C5","CAP - CER 10UF 10% 16V X5R - 0805","TopLayer","6988,435","4849,761","270"
"C125B","CAP - CER 47nF 25V X7R - 0402","TopLayer","3227,134","4688,350","90"
"C108B","CAP - CER 47nF 25V X7R - 0402","TopLayer","2518,472","4688,350","90"
"C125C","CAP - CER 47nF 25V X7R - 0402","TopLayer","4644,457","4688,350","90"
"C125A","CAP - CER 47nF 25V X7R - 0402","TopLayer","1809,811","4688,350","90"
"C108C","CAP - CER 47nF 25V X7R - 0402","TopLayer","3935,795","4688,350","90"
"C108A","CAP - CER 47nF 25V X7R - 0402","TopLayer","1101,150","4688,350","90"
"C103","CAP - CER 47nF 25V X7R - 0402","TopLayer","3144,702","3566,252","180"
"C102","CAP - CER 47nF 25V X7R - 0402","TopLayer","3096,434","3627,615","270"
"C99","CAP - CER 47nF 25V X7R - 0402","TopLayer","2862,702","3562,252","360"
"C98","CAP - CER 47nF 25V X7R - 0402","TopLayer","2907,033","3627,615","270"
"C89","CAP - CER 47nF 25V X7R - 0402","TopLayer","2838,911","3394,857","90"
"C88","CAP - CER 47nF 25V X7R - 0402","TopLayer","2797,251","3394,857","90"
"C67","CAP - CER 18pF 50V C0G, NPO - 0402","TopLayer","9967,351","1724,568","270"
"C67","CAP - CER 18pF 50V C0G, NPO - 0402","TopLayer","6894,989","1741,904","270"
"C67","CAP - CER 18pF 50V C0G, NPO - 0402","TopLayer","6894,989","4092,820","270"
"U6","COM_USB - Bridge, USB to UART,FIFO USB 2.0 FIFO, JTAG Quad channel Interface -  64-LQFP (10x10)","TopLayer","1311,870","3334,743","90"
"U17A","COM_XCV - 3V3 LVDS to LVCMOS, 2 bits, High-SPEED, DIFF receiver - SOIC-8","TopLayer","959,640","4320,538","270"
"U17B","COM_XCV - 3V3 LVDS to LVCMOS, 2 bits, High-SPEED, DIFF receiver - SOIC-8","TopLayer","2376,963","4320,538","270"
"U17C","COM_XCV - 3V3 LVDS to LVCMOS, 2 bits, High-SPEED, DIFF receiver - SOIC-8","TopLayer","3794,286","4320,538","270"
"U12","COM_XCV - 3V3 LVDS to LVCMOS, 2 bits, High-SPEED, DIFF receiver - SOIC-8","TopLayer","9959,419","2162,415","180"
"U8","COM_XCV - 3V3 LVDS to LVCMOS, 2 bits, High-SPEED, DIFF receiver - SOIC-8","TopLayer","10875,715","2193,113","270"
"U12","COM_XCV - 3V3 LVDS to LVCMOS, 2 bits, High-SPEED, DIFF receiver - SOIC-8","TopLayer","6887,057","2179,751","180"
"U8","COM_XCV - 3V3 LVDS to LVCMOS, 2 bits, High-SPEED, DIFF receiver - SOIC-8","TopLayer","7803,352","2210,449","270"
"U12","COM_XCV - 3V3 LVDS to LVCMOS, 2 bits, High-SPEED, DIFF receiver - SOIC-8","TopLayer","6887,057","4530,667","180"
"U8","COM_XCV - 3V3 LVDS to LVCMOS, 2 bits, High-SPEED, DIFF receiver - SOIC-8","TopLayer","7803,352","4561,364","270"
"U19B","COM_XCV - 3V3 LVCMOS to LVDS, 2 bits, High-SPEED, DIFF driver - SOIC-8","TopLayer","2882,510","4614,268","90"
"U15B","COM_XCV - 3V3 LVCMOS to LVDS, 2 bits, High-SPEED, DIFF driver - SOIC-8","TopLayer","2173,849","4614,268","90"
"U19C","COM_XCV - 3V3 LVCMOS to LVDS, 2 bits, High-SPEED, DIFF driver - SOIC-8","TopLayer","4299,833","4614,268","90"
"U19A","COM_XCV - 3V3 LVCMOS to LVDS, 2 bits, High-SPEED, DIFF driver - SOIC-8","TopLayer","1465,187","4614,268","90"
